sentence,label
"['The Parties agree that this Agreement shall be governed by and construed in accordance with the laws of the State of Arizona without regard to conflicts of law provisions thereof or any other applicable law and that exclusive venue shall be in the federal or state courts located in Maricopa County, Arizona.']",Arbitration
"['This Agreement and its interpretation shall be governed by the laws of the United States and, to the extent not inconsistent therewith, by the laws of the Commonwealth of Kentucky without regard to conflicts of laws rules.']",Arbitration
"['This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong.']",Arbitration
['Sabco shall provide at its expense and maintain throughout --------- the term of this Agreement and any option period spectator liability insurance in an amount not less than $1 million single limit coverage with respect to any liability relating to the activities of Sabco in the performance of this Agreement.,Obligation
"Sabco shall, within 90 days of the execution of this Agreement, supply Prolong with a copy of such policy of insurance or a certificate thereof, and such policies shall be cancelable only upon 10 days written notice to Prolong.']",Obligation
['This Agreement shall be ------------------------------------- governed by and construed in accordance with the substantive laws of the State of North Carolina.'],Arbitration
"['EXCEPT UNDER SECTION 11(a), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.",Liability
"THE LIABILITY OF EXCITE FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE TOTAL AMOUNTS PREVIOUSLY PAID OR TO BE PAID BY NETGROCER TO EXCITE HEREUNDER [*]']",Liability
"['NetGrocer may, upon no less than thirty (30) days prior written notice to Excite cause an independent Certified Public Accountant to inspect the records of Excite reasonably', 'The fees charged by such Certified Public Accountant will be paid by NetGrocer unless the audit finds a discrepancy of more than five percent (5%) with respect to the item being audited, in which case Excite shall be responsible for the payment of the reasonable fees for such inspection.']",Obligation
"['This Agreement will be governed by and construed in accordance with the laws of the State of California, notwithstanding the actual state or country of residence or incorporation of NetGrocer.']",Arbitration
['This Agreement will be governed by the law of British Columbia and the parties attorn to the non-exclusive jurisdiction of the courts of British Columbia for the resolution of all disputes arising in connection with this Agreement.,Arbitration
"', 'This Agreement is governed by, and will be construed in accordance with, the laws of British Columbia, Canada.']",Arbitration
['In no event shall the aggregate amount of remediation pursuant to subsections (b) through (e) of this Section for any calendar year exceed the Annual Payment made by Sponsor for such calendar year.,Liability
"', 'The provisions of subsections (b) through (f) of this Section 10 shall constitute the sole remedy for the inability of SDBF to provide Sponsorship Benefits for any reason other than intentional breach by SDBF.']",Liability
"[""c. Sponsor must obtain, and continuously maintain, at its own expense, the following insurance policies: 1.",Obligation
"Workers' Compensation in compliance with California's laws, including Employers' Liability with minimum limits of: $ *** Each Accident; $ *** Disease - Each Employee; $ *** Disease - Policy Limit.\n\n 2.",Obligation
"An Insurance Services Office occurrence based Commercial General Liability Insurance Policy, including contractual liability and products/completed operations liability coverage with minimum limits of:\n\n$ *** Each Occurrence; $ *** General Aggregate; $ *** Products/Completed Operations Aggregate.",Obligation
""", 'All policies shall be endorsed to provide a Waiver of Subrogation in favor of SDBF.",Obligation
"', 'Sponsor shall provide SDBF with certificates of insurance evidencing compliance with all insurance provisions noted above prior to the commencement of the sponsorship and annually prior to the expiration of each required insurance policy.",Obligation
"', 'All insurance policies must be issued by an admitted insurance carrier with an A.M. Best rating of A-8 or better.",Obligation
"SDBF, Padres LP, the City of San Diego and each of their subsidiary or affiliated companies and its and their directors, officers and employees must be named as Additional Insureds under the Commercial General Liability, Automobile Liability and Umbrella Liability Policies.",Obligation
"', 'Further, coverage for the Additional Insureds shall apply on a primary basis irrespective of any other insurance, whether collectible or not.",Obligation
"', 'All of these policies must contain Cross Liability Endorsements, or their equivalent.']",Obligation
['This Agreement shall be interpreted and enforced according to the laws of the State of California without regard to principles of conflict of laws.'],Arbitration
"['Except for claims arising under section 6, in no event will either party be liable for any special, indirect, incidental or consequential damages.']",Liability
"[""This Agreement shall commence on the Effective Date and shall remain in full force and effect until one (1) year subsequent to the Effective Date, provided however, that Tickets may terminate this Agreement for any reason upon thirty (30) days' notice to MP3.",Termination
"com at any time prior to the expiration of sixty (60) days subsequent to the Effective Date.""]",Termination
['This Agreement shall be governed by and construed in accordance with the laws of the State of California without reference to conflict of law principles thereof.'],Arbitration
"[""EXCEPT FOR INDEMNIFICATION OBLIGATIONS DUE TO LIABILITIES TO THIRD PARTIES, NOTWITHSTANDING ANY PROVISION CONTAINED IN THIS AGREEMENT TO THE CONTRARY, NO PARTY TO THIS AGREEMENT WILL BE LIABLE TO ANY OTHER PARTY TO THIS AGREEMENT FOR ANY INCIDENTAL, INDIRECT, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES (INCLUDING DAMAGES FOR LOSS OF USE, POWER, BUSINESS GOOD WILL, REVENUE OR PROFIT, NOR FOR INCREASED EXPENSES, OR BUSINESS INTERRUPTION) ARISING OUT OF OR RELATED TO THE PERFORMANCE OR NON PERFORMANCE OF THIS AGREEMENT UNLESS THE DAMAGES AROSE DUE TO A PARTY'S GROSS NEGLIGENCE OR WILLFUL BREACH OF THIS AGREEMENT.""]",Liability
"[""Without limiting or qualifying the Sponsor's liabilities, obligations, or indemnities, before the Event, the Sponsor will obtain, at its sole cost and expense, a comprehensive general liability insurance policy from a company acceptable to ANTHEMIC and authorized to do business in the state of Illinois with limits of no less than $1,000,000.00 per occurrence and $2,000,000.00 as an annual aggregate.",Obligation
The insurance mentioned in the preceding sentence will name ANTHEMIC as additional insured.,Obligation
"The Sponsor will also maintain any statutorily required workers compensation insurance.""]",Obligation
['This Agreement is to be governed and construed according to the laws of the State of California without regard to conflicts of law.'],Arbitration
"[""EXCEPT FOR PIVX'S OBLIGATIONS UNDER SECTION 4.2, IN NO EVENT SHALL PIVX'S OR ITS LICENSORS' LIABILITY TO DETTO OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT EXCEED THE TOTAL AMOUNT ACTUALLY RECEIVED BY PIVX HEREUNDER DURING THE PREVIOUS SIX (6) MONTHS.""]",Liability
"['In the event of termination in accordance with Section 5.1, PivX shall not be liable to Detto because of such termination for compensation, reimbursement or damages on account of the loss of prospective profits or anticipated sales or on account of expenditures, inventory, investments, leases or commitments in connection with the business or goodwill of Detto.",Liability
"', ""EXCEPT FOR PIVX'S OBLIGATIONS UNDER SECTION 4.2, IN NO EVENT SHALL PIVX'S OR ITS LICENSORS' LIABILITY TO DETTO OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT EXCEED THE TOTAL AMOUNT ACTUALLY RECEIVED BY PIVX HEREUNDER DURING THE PREVIOUS SIX (6) MONTHS.""]",Liability
['PivX may terminate this Agreement for convenience by giving at least thirty (30) days written notice of termination to Detto.'],Termination
"[""In addition, Detto shall make its offices and equipment available in person, upon reasonable notice, and to the extent feasible, remotely, to PivX to inspect and test Detto's physical and technical set-up to ensure that Detto is complying with its obligations under this Section.",Obligation
""", 'PivX shall have the right, at reasonable times and on reasonable notice, to inspect and audit the books and records of Detto to verify the accuracy of any statements.']",Obligation
"['This Agreement shall be governed by and construed under the laws of the State of California, excluding conflict of laws provisions and excluding the 1980 United Nations Convention on Contracts for the International Sale of Goods.']",Arbitration
"['EXCEPT TO THE EXTENT DIRECT FORESEEABLE DAMAGES, IN NO EVENT SHALL DIVERSINET BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES (INCLUDING WITHOUT LIMITATION ANY COMMERCIAL DAMAGES OR LOSSES) AS A RESULT OF THE USE, SALE OR DISTRIBUTION OF THE BUNDLED PRODUCT, WHETHER BY WAY OF A LEGAL THEORY OF CONTRACT, TORT (INCLUDING NEGLIGENCE), PRODUCT LIABILITY, STRICT LIABILITY, OR ANY OTHER THEORY, EVEN IF DIVERSINET HAS BEEN INFORMED OF THE POSSIBILITY OF SUCH DAMAGES.",Liability
"', 'The limitations set forth in Section 15(a), (b), (c), (d) and (e) shall not apply in respect of (i) breach of confidentiality obligations; (ii) breach of privacy provisions as detailed in Schedule 6; (iii) the intellectual property indemnity; (iv) any Abandonment committed by Diversinet; or (v) any willful gross misconduct (including fraud).",Liability
"""Abandonment"" means Diversinet\'s cessation or suspension of, or refusal to perform, its obligations under this Agreement, and such cessation, suspension or refusal (i) was knowingly intended by Diversinet to cause harm to Reseller, and (ii) was not the result of a termination of this Agreement by Diversinet in accordance with Section 4 (Termination).']",Liability
"', ""NOTWITHSTANDING THE ABOVE, IN NO EVENT SHALL DIVERSINET'S LIABILITY RELATING TO THIS AGREEMENT (OR THE BUNDLED PRODUCT) EXCEED ONE HUNDRED PERCENT (100%) OF THE AGGREGATE AMOUNT OF THE LICENSE FEES, ROYALTIES AND SUPPORT FEES PAID BY RESELLER IN THE TWELVE (12) MONTH PERIOD PRECEDING THE EVENT OR CIRCUMSTANCE GIVING RISE TO THE ALLEGED LIABILITY ON THE PART OF DIVERSINET.",Liability
""", ""With respect to the Operation Warranty, Reseller's sole remedy, and Diversinet's sole obligation, shall be to cause the Product to operate substantially in accordance with its documentation in a timely manner.",Liability
""", 'THE FOREGOING STATES OUT THE ENTIRE LIABILITY OF DIVERSINET, AND THE SOLE AND EXCLUSIVE REMEDY OF RESELLER AND END-USER, WITH RESPECT TO THE INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS BY THE PRODUCTS.",Liability
"', 'No action against Diversinet regardless of form, including negligence, arising out of any claimed breach of this Agreement or transactions under this Agreement may be brought by Reseller more than two years after the cause of action has accrued.']",Liability
"['After the first year and upon 180 days written notice, Reseller may terminate the AMC.']",Termination
"['After AMC termination, Reseller shall generate at least the following amount of new sales of the Products in each contract year (for the purpose of this Schedule 3, a contract year shall be each 12-month period commencing after the termination by Reseller of the AMC).",Termination
"', 'Termination under Subsection 4(a) shall trigger a phase-out period during which Reseller may continue to provide products and services to Customers.",Termination
"', 'During the Term and for seven (7) years after the expiration or termination of this Agreement, or such longer period as required by applicable law, Reseller agrees to maintain complete books, records and accounts relevant to the computation of and accounting for the amounts payable under this Agreement.']",Termination
"[""Reseller agrees to allow Diversinet or its agents and representatives the right to examine and audit such books, records and accounts during Reseller's normal business hours for no more than once per calendar quarter upon reasonable notice.",Obligation
""", 'If such examination reveals a deficiency in any amounts paid, Reseller agrees to pay any such deficiency forthwith upon demand, plus interest calculated in accordance with Section (Late Charges and Taxes) above and, if in excess of 5%, the cost of the audit incurred by Diversinet.",Obligation
"', ""In addition to any other rights of inspection, review and audit Licensee may have, Licensee or a person appointed by Licensee may, at any reasonable time, on reasonable notice to Licensor, at Licensee's sole cost and expense, enter any location from or in which Licensor has accessed, used or downloaded Personal Information to inspect, review and audit the equipment, systems (including without limitation security systems), documents, processes and practices that are used in connection with the provision of the Services for the purpose of assessing Licensor's compliance with this Privacy Exhibit.",Obligation
"Licensor shall provide all reasonable assistance to Licensee in relation to any such inspection, review and audit.""]",Obligation
"['This Agreement shall be governed by the laws of the province of Ontario, Canada, without regard to its conflict of laws principles.']",Arbitration
"['Other than pursuant to this Section 10.12(b)(v), the arbitration award shall not include any indirect, incidental, special, consequential, or punitive damages and the arbitrators shall be so instructed.",Liability
"', 'THE SOLE OBLIGATION OF TOUCHSTAR, AND THE SOLE REMEDY OF RESELLER OR ANY OTHER RESELLER, UNDER THIS AGREEMENT SHALL BE (A) WITH REGARD TO THE TOUCHSTAR SOFTWARE OR ANY CALL CENTER SYSTEM, THE REPLACEMENT OR REPAIR OF THE TOUCHSTAR SOFTWARE OR THE CALL CENTER SYSTEM OR, AT THE OPTION OF TOUCHSTAR, THE RETURN OF THE PURCHASE PRICE PAID BY RESELLER FOR SUCH TOUCHSTAR SOFTWARE OR CALL CENTER SYSTEM AND (B) WITH REGARD\n\n\n\n\n\n TO SERVICES, THE REPERFORMANCE OF THE SERVICES.",Liability
"', 'TouchStar shall have no liability to Reseller or any Other Reseller by reason of the termination or expiration of this Agreement for compensation, reimbursement, or damages of any kind, including any loss of prospective profits on anticipated sales, loss of goodwill, or investments made in reliance on this Agreement.",Liability
"', 'IN NO EVENT SHALL TOUCHSTAR BE LIABLE TO RESELLER, ANY OTHER RESELLER OR ANY CUSTOMER BY REASON OF ANY REPRESENTATION OR IMPLIED WARRANTY, CONDITION, OTHER TERM, OR ANY DUTY AT COMMON LAW, OR UNDER THE TERMS OF THIS AGREEMENT, FOR ANY DIRECT, INDIRECT, SPECIAL, CONSEQUENTIAL OR PUNITIVE LOSS OR DAMAGE (WHETHER FOR LOSS OF PROFIT OR OTHERWISE) ARISING OUT OF OR IN CONNECTION WITH ANY ACT OR OMISSION OF TOUCHSTAR RELATING TO THE DEVELOPMENT, MANUFACTURE, OR SUPPLY OF THE TOUCHSTAR SOFTWARE, THE SERVICES, OR THE INSTALLATION OF ANY CALL CENTER SYSTEM, THEIR RESALE BY RESELLER, OR THEIR USE BY ANY CUSTOMER OR OTHER END USER.",Liability
"', 'THE SOLE OBLIGATION OF TOUCHSTAR, AND THE SOLE REMEDY OF RESELLER OR ANY OTHER RESELLER, UNDER THIS AGREEMENT SHALL BE (A) WITH REGARD TO THE TOUCHSTAR SOFTWARE OR ANY CALL CENTER SYSTEM, THE REPLACEMENT OR REPAIR OF THE TOUCHSTAR SOFTWARE OR THE CALL CENTER SYSTEM OR, AT THE OPTION OF TOUCHSTAR, THE RETURN OF THE PURCHASE PRICE PAID BY RESELLER\n\n 14\n\n FOR SUCH TOUCHSTAR SOFTWARE OR CALL CENTER SYSTEM AND (B) WITH REGARD\n\n\n\n\n\n TO SERVICES, THE REPERFORMANCE OF THE SERVICES.']",Liability
"['This Agreement shall continue in force for a term of twelve (12) months from the Effective Date, unless terminated earlier under the provisions of this Article 8 (the ""Term""); PROVIDED that TouchStar shall have the right to terminate this Agreement at any time after the Effective Date upon not less than fifteen (15) days\' prior written notice to Reseller.']",Termination
"[""In the event that (a) TouchStar terminates this Agreement in accordance with any one or more of the provisions of Section 8.2 or (b) Reseller elects not to enter into a new agreement with TouchStar pursuant to Section 8.1, Reseller shall refer to TouchStar or TouchStar's designee all inquiries and orders received by Reseller pertaining to the purchase of Support Services.",Termination
""", 'In the event that (i) TouchStar elects not to enter into a new agreement with Reseller pursuant to Section 8.2 or (ii) Reseller terminates this Agreement in accordance with the provisions of Section 8.3, Reseller shall retain all Customer Agreements with Customers and TouchStar shall continue to provide Support Services under such Customer Agreements for the remaining term of such Customer Agreements.",Termination
"', 'In the event that (i) TouchStar terminates this Agreement in accordance with any one or more of the provisions of Section 8.2 or (ii) Reseller elects not to enter into a new agreement with\n\n\n\n\n\n TouchStar pursuant to Section 8.1, all Customer Agreements with Customers shall be transferred by Reseller to TouchStar.']",Termination
"['At a minimum, Reseller will subscribe for and maintain during the Term and for a period of two (2) years thereafter, commercial general liability insurance and errors and omission insurance in minimum amounts of Two Million Dollars (US$2,000,000) per occurrence.",Obligation
"', 'Each policy will include a provision requiring notice to the other party at least thirty (30) days prior to any cancellation, non-renewal, or material modification of the policy and will require that each policy will name TouchStar as an additional insured.",Obligation
"', 'Reseller will ensure that any persons or entities engaged by or employed by it will carry and maintain such insurance coverage.']",Obligation
"['THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE LAWS OF THE STATE OF COLORADO, UNITED STATES, WITHOUT REGARD TO ITS PRINCIPLES REGARDING CONFLICT OF LAWS.']",Arbitration
"['The maximum liability of one Party to the other Party and its affiliates in relation to this Agreement will be [***] (""Liability Cap""), provided however that: 9.1.1 The Liability Cap will not apply to any (1) material confidentiality breach under Section 5, and/or (2) indemnification obligations under Section 7.1.",Liability
9.1.2 The Liability Cap will not apply to intentional misconduct and/or gross negligence.'],Liability
"[""Except for a Party's gross negligence or intentional acts or omissions and its obligations of indemnity under this Agreement, under no circumstances will either Party be liable to the other Party for [***].",Liability
""", 'The maximum liability of one Party to the other Party and its affiliates in relation to this Agreement will be [***] (""Liability Cap""), provided however that: 9.1.1 The Liability Cap will not apply to any (1) material confidentiality breach under Section 5, and/or (2) indemnification obligations under Section 7.1.",Liability
"[""For routine visits and audits, PNC will provide [***] if facilities located in the US and with [***] if facilities are located [***], provided that such examination will be conducted during Supplier's normal business hours and in such a manner as to reasonably minimize disruption to Supplier's business, unless food safety is at issue, in which case such examination may be conducted at any time.",Obligation
""", ""PNC or its contracted third-party auditors may enter and audit/inspect Supplier's facilities where the Ingredients are produced, stored, packaged or otherwise processed [***] unless food safety is at issue or PNC has a good faith reason to believe the Ingredients are being stored, packaged, or processed in a way that is inconsistent with the Specifications, in which case an audit may be performed at any time during the Term.""]",Obligation
['Failure to secure such insurance as of the date of execution of this Agreement shall constitute a breach of this Agreement.,Obligation
"', 'Supplier shall maintain insurance with an insurance company with an equivalent of an A.M. Best rating of ""A"" or better, of the following kinds and in the following amounts during the term of this Agreement: 7.5 7.5.1 Comprehensive General Liability (CGL) Insurance with limits of not less than [***] each occurrence and [***] in the aggregate, including Contractual, Completed-Operations and Product-Liability Coverage\'s with limits of not less than [***] for each occurrence, covering both bodily injury and property damage liability.",Obligation
7.5.2 Umbrella/Excess Liability with limits of not less than [***].,Obligation
7.5.3 Workers\' Compensation Coverage plus Occupational Disease Insurance if Occupational Disease coverage is required by the laws of the state where the Facility is located or work is to be performed.,Obligation
"Employers Liability $500,000 each accident 7.5.4 Auto Liability $1,000,000 combined single limit.",Obligation
"', ""Said certificate of insurance shall require Supplier's insurance carrier to give Buyer no less than ten (10) days written notice of any cancellation or change in coverage.",Obligation
""", ""Supplier shall furnish Buyer with a certificate from its insurer verifying that it has the above insurance in effect during the duration of this Agreement and that insurer acknowledges (a) the contractual liability assumed by Supplier in this Agreement and (b) that Buyer is an additional insured on such policies and (c) Supplier's CGL policy is primary and Buyer's CGL policy is non-contributory and (d) a waiver of subrogation shall be provided in favor of Buyer on the CGL, Workers' Compensation and Auto policies.",Obligation
""", 'Supplier shall have Buyer named as an additional insured on its insurance policies in subparts 7.5.1 and 7.5.2 above.",Obligation
"', 'Supplier shall provide to PNC a certificate evidencing such insurance within thirty (30) days of a request for same from PNC.']",Obligation
['This Agreement will be governed by the laws of the State of Delaware without regard to its conflicts of law principles.'],Arbitration
"['THIS LIMITATION OF LIABILITY WILL APPLY EVEN IF A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, AND NOTWITHSTANDING ANY FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY PROVIDED HEREIN.",Liability
"', 'Neither party shall be liable to the other party for any direct, indirect, consequential, incidental, special, punitive or exemplary damages arising out of or relating to the suspension or termination of any of its obligations or duties under this Agreement by reason of the occurrence of Force Majeure.",Liability
"', 'EXCEPT AS OTHERWISE EXPRESSLY SET FORTH IN THIS AGREEMENT, IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, OR INCIDENTAL DAMAGES, INCLUDING LOST PROFITS, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY, ARISING IN ANY WAY OUT OF THIS AGREEMENT.']",Liability
"['Each of Supplier and CUTANEA shall maintain and keep in force at its sole cost and expense throughout the Term of this Agreement and for three years following the effective date of expiration or termination hereof (if such policies are on a claims made basis), Commercial General Liability Insurance from carriers having an A. M. Best rating of A, including Product Recall, Bodily Injury and Property Damage Insurance, with a combined single limit of not less than $[***] per occurrence and $[***] in the aggregate annually (this limit can be secured via a combination of primary and excess/umbrella policies).']",Termination
['Supplier shall not charge CUTANEA for time and expenses incurred by Supplier (or its agents and subcontractors) in connection with an Annual Audit.,Obligation
"', 'Such inspection shall be undertaken by an independent public accountant or accounting firm appointed by the requesting party and about whom the other party does not express a legitimate concern.",Obligation
"', 'For the avoidance of doubt, this restricted annual audit shall not apply to for-cause audits, which may be conducted at any time.",Obligation
"', ""Supplier shall use its commercially reasonable efforts to permit CUTANEA to have access to Supplier's (and its agents' and subcontractors') facilities upon reasonable notice, during normal business hours for any reasonable purpose, including compliance with current Good Manufacturing Practices and the Act.",Obligation
""", 'Without limiting the generality of the foregoing, but subject to the Quality Agreement, Supplier shall use its commercially reasonable efforts to permit CUTANEA to conduct, once annually during the Term, one quality assurance and Manufacturing costs audit for any reasonable purpose, including access to those portions of Supplier\'s (and its agent\'s and subcontractor\'s) facilities where services are conducted under this Agreement, upon reasonable advance notice and at reasonable times during regular business hours (an ""Annual Audit"").",Obligation
"', 'Both parties must also (1) make and keep books, records and accounts, which, in reasonable detail, accurately and fairly reflect the transactions and dispositions of assets of the company, (2) devise and maintain a system of internal accounting controls, and (3) at any time a party so requests in writing, but no more than once a year, grant to the other party commercially reasonable access to said books, records, systems and accounts to verify compliance.']",Obligation
"['In addition, each of the Parties shall maintain and keep in force at its sole cost and expense throughout the Term of this Agreement and for three years following the effective date of expiration or termination hereof (if such policies are on a claims made basis), Product Liability Insurance from carriers having an A.M. Best rating of A with a combined single limit of not less than $[***] per occurrence and in the aggregate annually.",Obligation
"', 'Each party agrees to give the other party written notice, promptly, of any material change in or cancellation of coverages or limits.",Obligation
"', 'Each of Supplier and CUTANEA shall maintain and keep in force at its sole cost and expense throughout the Term of this Agreement and for three years following the effective date of expiration or termination hereof (if such policies are on a claims made basis), Commercial General Liability Insurance from carriers having an A. M. Best rating of A, including Product Recall, Bodily Injury and Property Damage Insurance, with a combined single limit of not less than $[***] per occurrence and $[***] in the aggregate annually (this limit can be secured via a combination of primary and excess/umbrella policies).",Obligation
"I', 'Each party agrees to provide the other party with a Certificate of Insurance evidencing such coverage, naming the other party as an additional insured.",Obligation
"', 'In addition, if and for so long as Supplier utilizes any subcontractor(s) or agents to provide services hereunder, Supplier will use its commercially reasonable efforts to cause each such subcontractor to hold, at least, the minimum insurance coverages listed above.']",Obligation
"['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without reference to any principles of conflicts of law thereof.']",Arbitration
"['EXCEPT FOR DAMAGES FOR WHICH A PARTY IS RESPONSIBLE PURSUANT TO ITS INDEMNIFICATION OBLIGATIONS SET FORTH IN SECTION 10 ABOVE, EACH PARTY SPECIFICALLY DISCLAIMS ALL LIABILITY FOR AND SHALL IN NO EVENT BE LIABLE FOR ANY INCIDENTAL, SPECIAL, INDIRECT OR CONSEQUENTIAL DAMAGES, EXPENSES, LOST PROFITS, LOST SAVINGS, INTERRUPTIONS OF BUSINESS OR OTHER DAMAGES OF ANY KIND OR CHARACTER WHATSOEVER ARISING OUT OF OR RELATED TO THIS AGREEMENT OR RESULTING FROM THE MANUFACTURE, HANDLING.",Liability
"MARKETING, SALE, DISTRIBUTION OR USE OF LICENSED PRODUCT REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, EVEN IF SUCH PARTY WAS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES']",Liability
"[""Without limiting Section 11, in the event of for cause termination of this Agreement by FUSION pursuant to Section 7.2, CPDC's maximum liability shall be no greater than that set forth in Section 11.2.",Liability
""", 'EXCEPT FOR DAMAGES FOR WHICH A PARTY IS RESPONSIBLE PURSUANT TO ITS INDEMNIFICATION OBLIGATIONS SET FORTH IN SECTION 10 ABOVE, EACH PARTY SPECIFICALLY DISCLAIMS ALL LIABILITY FOR AND SHALL IN NO EVENT BE LIABLE FOR ANY INCIDENTAL, SPECIAL, INDIRECT OR CONSEQUENTIAL DAMAGES, EXPENSES, LOST PROFITS, LOST SAVINGS, INTERRUPTIONS OF BUSINESS OR OTHER DAMAGES OF ANY KIND OR CHARACTER WHATSOEVER ARISING OUT OF OR RELATED TO THIS AGREEMENT OR RESULTING FROM THE MANUFACTURE, HANDLING.",Liability
"MARKETING, SALE, DISTRIBUTION OR USE OF LICENSED PRODUCT REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, EVEN IF SUCH PARTY WAS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",Liability
"', ""CPDC'S MAXIMUM LIABILITY TO FUSION UNDER THIS SUPPLY AGREEMENT FOR ANY REASON WHATSOEVER, INCLUDING, WILL NOT EXCEED [***].",Liability
""", 'EXCEPT FOR DAMAGES FOR WHICH A PARTY IS RESPONSIBLE PURSUANT TO ITS INDEMNIFICATION OBLIGATIONS SET FORTH IN SECTION 10 ABOVE, NO ACTION, REGARDLESS OF FORM, ARISING OUT OF OR RELATED TO THIS AGREEMENT MAY BE BROUGHT BY EITHER PARTY MORE THAN [***] AFTER SUCH PARTY HAS KNOWLEDGE OF THE OCCURRENCE THAT GAVE RISE TO THE CAUSE OF SUCH ACTION.']",Liability
"['FUSION may terminate this Agreement by providing written notice to the CPDC where: (a) [***] following the Effective Date of this Supply Agreement, FUSION may terminate this Agreement without cause by providing CPDC with [***] prior written notice.']",Termination
"[""CPDC's Shipping Records of Product will be given to Fusion on request such that Fusion can maintain the records and, if such a request is made, will be delivered within a timeframe to be detailed within Quality Agreement.",Obligation
""", 'CPDC shall provide to FUSION reasonable access to such records upon request Prior to destruction of any record after such time, CPDC shall give written notice to FUSION.",Obligation
"', 'CPDC shall: (a) conform to the provisions detailed within the Quality Agreement, which includes the right of FUSION to conduct inspections, and the responsibility of CPDC to conduct quality control testing of Product prior to shipment and ensure conformance with the Specifications.",Obligation
CPDC shall retain or have retained accurate and complete records pertaining to such testing.,Obligation
"', 'Each shipment of CPDC hereunder shall be accompanied by a certificate of analysis for each Batch of CPDC therein; keep accurate financial records of all Services performed and passthrough costs under this Supply Agreement and all amounts to be invoiced to FUSION and all invoice calculations, and, upon request by FUSION, make such records available for review by FUSION or its representatives to permit verification of the correctness of such amounts and calculations.",Obligation
"', 'FUSION shall have the right within [***] of receipt of such notice to request that CPDC maintain such records in an off-site storage facility for such longer periods as FUSION requests, provided that FUSION pays all costs associated with such off-site storage.",Obligation
"', 'FUSION shall have the right but not the obligation to conduct any Batch testing [***] or investigation it determines to be of value to determine compliance of Product with the Specifications and/or pursuant to any other standard imposed by law.']",Obligation
"['If requested, [***] shall arrange for any insurance desired by [***] on shipments of Product, in amounts that [***] shall determine, and naming [***].']",Obligation
"['NOTWITHSTANDING ANYTHING IN THIS AGREEMENT TO THE CONTRARY, IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR INDIRECT DAMAGES ARISING OUT OF THIS AGREEMENT, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY.",Liability
"', 'FURTHER AND NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, THE TOTAL LIABILITY PER YEAR OF HOVIONE SHALL BE LIMITED TO THE VALUE OF THE REVENUES COLLECTED IN THE PREVIOUS CONTRACTUAL YEAR.']",Liability
"['In the case that either company is acquired by, or merges with, another company which has reason to not wish to continue the relationship, that company may make a contract buyout payment [*] for the [*], with a [*] buyout payment amount of [*].']",Penalty
"['Within thirty (30) calendar days of the arrival of each lot of API at the manufacturing facility designated by INTERSECT, INTERSECT shall inspect and test each lot of API at its own cost and expense.']",Obligation
"['During the term of this Agreement and for a period [*] after any expiration or termination of this Agreement, each of INTERSECT and HOVIONE shall maintain in full force and effect a comprehensive general liability insurance policy, including Products Liability coverage, with minimum limits of [*] for bodily injury including death.']",Obligation
"['This Agreement is to be governed by and construed in accordance with the laws of the State of New York, United States, notwithstanding any conflict of law provisions to the contrary.']",Arbitration
